capture,x,y,w,h
Screenshot_20240715_225534_com.xiachufang.jpg,626,5921,528,528
Screenshot_20240715_225534_com.xiachufang.jpg,66,6732,528,528
Screenshot_20240715_225534_com.xiachufang.jpg,626,8672,528,528
Screenshot_20240715_225534_com.xiachufang.jpg,66,8672,528,528
Screenshot_20240715_225534_com.xiachufang.jpg,66,9336,528,528
Screenshot_20240715_225534_com.xiachufang.jpg,66,11040,528,528
Screenshot_20240715_225534_com.xiachufang.jpg,626,11040,528,528
Screenshot_20240715_225534_com.xiachufang.jpg,66,11699,528,528
Screenshot_20240715_225534_com.xiachufang.jpg,66,13328,528,528
Screenshot_20240715_225534_com.xiachufang.jpg,66,15268,528,528
Screenshot_20240715_225534_com.xiachufang.jpg,626,15268,528,528
Screenshot_20240715_225534_com.xiachufang.jpg,66,15932,528,528
Screenshot_20240715_225534_com.xiachufang.jpg,66,17638,528,528
Screenshot_20240715_225534_com.xiachufang.jpg,66,18448,528,528
Screenshot_20240715_225534_com.xiachufang.jpg,66,19262,528,528
Screenshot_20240715_225534_com.xiachufang.jpg,66,21202,528,528
Screenshot_20240715_225534_com.xiachufang.jpg,626,21202,528,528
Screenshot_20240715_225534_com.xiachufang.jpg,66,21866,528,528
Screenshot_20240715_225534_com.xiachufang.jpg,66,22678,528,528
Screenshot_20240715_225534_com.xiachufang.jpg,66,24382,528,528
Screenshot_20240715_225534_com.xiachufang.jpg,626,24382,528,528
Screenshot_20240715_225534_com.xiachufang.jpg,66,25194,528,528
Screenshot_20240715_225534_com.xiachufang.jpg,66,27134,528,528
Screenshot_20240715_225534_com.xiachufang.jpg,626,27134,528,528
Screenshot_20240715_225534_com.xiachufang.jpg,66,27796,528,528
Screenshot_20240715_225534_com.xiachufang.jpg,66,28610,528,528
Screenshot_20240715_225534_com.xiachufang.jpg,66,30316,528,528
Screenshot_20240715_225534_com.xiachufang.jpg,626,30316,528,528
Screenshot_20240715_225534_com.xiachufang.jpg,66,31126,528,528
Screenshot_20240715_225534_com.xiachufang.jpg,626,33068,528,528
Screenshot_20240715_225534_com.xiachufang.jpg,66,33068,528,528
Screenshot_20240715_225534_com.xiachufang.jpg,66,33730,528,528
Screenshot_20240715_225534_com.xiachufang.jpg,66,35436,528,528
Screenshot_20240715_225534_com.xiachufang.jpg,626,35436,528,528
Screenshot_20240715_225534_com.xiachufang.jpg,66,36100,528,528
Screenshot_20240715_225534_com.xiachufang.jpg,66,37804,528,528
Screenshot_20240715_225534_com.xiachufang.jpg,626,37804,528,528
Screenshot_20240715_225534_com.xiachufang.jpg,66,38616,528,528
Screenshot_20240715_225534_com.xiachufang.jpg,66,4215,528,528
Screenshot_20240715_225534_com.xiachufang.jpg,626,4213,528,528
Screenshot_20240715_225534_com.xiachufang.jpg,66,12513,528,528
Screenshot_20240715_225534_com.xiachufang.jpg,626,17637,528,528
Screenshot_20240715_225634_com.xiachufang.jpg,66,1872,528,528
Screenshot_20240715_225634_com.xiachufang.jpg,626,1872,528,528
Screenshot_20240715_225634_com.xiachufang.jpg,66,2684,528,528
Screenshot_20240715_225634_com.xiachufang.jpg,66,4388,528,528
Screenshot_20240715_225634_com.xiachufang.jpg,626,4388,528,528
Screenshot_20240715_225634_com.xiachufang.jpg,66,5052,528,528
Screenshot_20240715_225634_com.xiachufang.jpg,66,5864,528,528
Screenshot_20240715_225634_com.xiachufang.jpg,66,7804,528,528
Screenshot_20240715_225634_com.xiachufang.jpg,626,7804,528,528
Screenshot_20240715_225634_com.xiachufang.jpg,66,8468,528,528
Screenshot_20240715_225634_com.xiachufang.jpg,66,10174,528,528
Screenshot_20240715_225634_com.xiachufang.jpg,626,10170,528,528
Screenshot_20240715_225634_com.xiachufang.jpg,66,10820,528,528
Screenshot_20240715_225634_com.xiachufang.jpg,66,12542,528,528
Screenshot_20240715_225634_com.xiachufang.jpg,626,12542,528,528
Screenshot_20240715_225634_com.xiachufang.jpg,66,13354,528,528
Screenshot_20240715_225634_com.xiachufang.jpg,66,14604,528,528
Screenshot_20240715_225634_com.xiachufang.jpg,626,14604,528,528
Screenshot_20240715_225634_com.xiachufang.jpg,66,15488,528,528
Screenshot_20240715_225634_com.xiachufang.jpg,626,15488,528,528
Screenshot_20240715_225634_com.xiachufang.jpg,66,16300,528,528
Screenshot_20240715_225634_com.xiachufang.jpg,66,17620,528,528
Screenshot_20240715_225634_com.xiachufang.jpg,626,17620,528,528
Screenshot_20240715_225634_com.xiachufang.jpg,66,18504,528,528
Screenshot_20240715_225634_com.xiachufang.jpg,626,18504,528,528
Screenshot_20240715_225634_com.xiachufang.jpg,66,19316,528,528
Screenshot_20240715_225634_com.xiachufang.jpg,66,20128,528,528
Screenshot_20240715_225634_com.xiachufang.jpg,626,20128,528,528
Screenshot_20240715_225634_com.xiachufang.jpg,66,21378,528,528
Screenshot_20240715_225634_com.xiachufang.jpg,626,21378,528,528
Screenshot_20240715_225634_com.xiachufang.jpg,66,22190,528,528
Screenshot_20240715_225634_com.xiachufang.jpg,626,22190,528,528
Screenshot_20240715_225634_com.xiachufang.jpg,66,23002,528,528
Screenshot_20240715_225634_com.xiachufang.jpg,626,23002,528,528
Screenshot_20240715_225634_com.xiachufang.jpg,66,23664,528,528
Screenshot_20240715_225634_com.xiachufang.jpg,66,24916,528,528
Screenshot_20240715_225634_com.xiachufang.jpg,626,24916,528,528
Screenshot_20240715_225634_com.xiachufang.jpg,66,25578,528,528
Screenshot_20240715_225634_com.xiachufang.jpg,66,26390,528,528
Screenshot_20240715_225634_com.xiachufang.jpg,626,26390,528,528
Screenshot_20240715_225634_com.xiachufang.jpg,66,27202,528,528
Screenshot_20240715_225634_com.xiachufang.jpg,626,27202,528,528
Screenshot_20240715_225634_com.xiachufang.jpg,66,28452,528,528
Screenshot_20240715_225634_com.xiachufang.jpg,626,28452,528,528
Screenshot_20240715_225634_com.xiachufang.jpg,66,29264,528,528
Screenshot_20240715_225634_com.xiachufang.jpg,66,30076,528,528
Screenshot_20240715_225634_com.xiachufang.jpg,66,31326,528,528
Screenshot_20240715_225634_com.xiachufang.jpg,626,31326,528,528
Screenshot_20240715_225634_com.xiachufang.jpg,66,32138,528,528
Screenshot_20240715_225634_com.xiachufang.jpg,626,32138,528,528
Screenshot_20240715_225634_com.xiachufang.jpg,66,32950,528,528
Screenshot_20240715_225634_com.xiachufang.jpg,66,34202,528,528
Screenshot_20240715_225634_com.xiachufang.jpg,626,34202,528,528
Screenshot_20240715_225634_com.xiachufang.jpg,66,34864,528,528
Screenshot_20240715_225634_com.xiachufang.jpg,66,35676,528,528
Screenshot_20240715_225634_com.xiachufang.jpg,626,35676,528,528
Screenshot_20240715_225634_com.xiachufang.jpg,66,36488,528,528
Screenshot_20240715_225634_com.xiachufang.jpg,626,36488,528,528
Screenshot_20240715_225746_com.xiachufang.jpg,66,1148,528,528
Screenshot_20240715_225746_com.xiachufang.jpg,626,1148,528,528
Screenshot_20240715_225746_com.xiachufang.jpg,66,1960,528,528
Screenshot_20240715_225746_com.xiachufang.jpg,626,1960,528,528
Screenshot_20240715_225746_com.xiachufang.jpg,66,2772,528,528
Screenshot_20240715_225746_com.xiachufang.jpg,626,2772,528,528
Screenshot_20240715_225746_com.xiachufang.jpg,66,4022,528,528
Screenshot_20240715_225746_com.xiachufang.jpg,626,4022,528,528
Screenshot_20240715_225746_com.xiachufang.jpg,66,4834,528,528
Screenshot_20240715_225746_com.xiachufang.jpg,66,5646,528,528
Screenshot_20240715_225746_com.xiachufang.jpg,626,5646,528,528
Screenshot_20240715_225746_com.xiachufang.jpg,66,6896,528,528
Screenshot_20240715_225746_com.xiachufang.jpg,626,6896,528,528
Screenshot_20240715_225746_com.xiachufang.jpg,66,7708,528,528
Screenshot_20240715_225746_com.xiachufang.jpg,626,7708,528,528
Screenshot_20240715_225746_com.xiachufang.jpg,66,8520,528,528
Screenshot_20240715_225746_com.xiachufang.jpg,66,9332,528,528
Screenshot_20240715_225746_com.xiachufang.jpg,66,10582,528,528
Screenshot_20240715_225746_com.xiachufang.jpg,626,10582,528,528
Screenshot_20240715_225746_com.xiachufang.jpg,66,11394,528,528
Screenshot_20240715_225746_com.xiachufang.jpg,66,12206,528,528
Screenshot_20240715_225746_com.xiachufang.jpg,626,12206,528,528
Screenshot_20240715_225746_com.xiachufang.jpg,66,13456,528,528
Screenshot_20240715_225746_com.xiachufang.jpg,626,13456,528,528
Screenshot_20240715_225746_com.xiachufang.jpg,66,14268,528,528
Screenshot_20240715_225746_com.xiachufang.jpg,626,14268,528,528
Screenshot_20240715_225746_com.xiachufang.jpg,66,15080,528,528
Screenshot_20240715_225746_com.xiachufang.jpg,626,15080,528,528
Screenshot_20240715_225746_com.xiachufang.jpg,66,16402,528,528
Screenshot_20240715_225746_com.xiachufang.jpg,626,16402,528,528
Screenshot_20240715_225746_com.xiachufang.jpg,66,17214,528,528
Screenshot_20240715_225746_com.xiachufang.jpg,626,17214,528,528
Screenshot_20240715_225746_com.xiachufang.jpg,66,17878,528,528
Screenshot_20240715_225746_com.xiachufang.jpg,66,18690,528,528
Screenshot_20240715_225746_com.xiachufang.jpg,626,18690,528,528
Screenshot_20240715_225746_com.xiachufang.jpg,66,19940,528,528
Screenshot_20240715_225746_com.xiachufang.jpg,66,20822,528,528
Screenshot_20240715_225746_com.xiachufang.jpg,626,20822,528,528
Screenshot_20240715_225746_com.xiachufang.jpg,66,21634,528,528
Screenshot_20240715_225746_com.xiachufang.jpg,626,21634,528,528
Screenshot_20240715_225746_com.xiachufang.jpg,66,22446,528,528
Screenshot_20240715_225746_com.xiachufang.jpg,66,24590,528,528
Screenshot_20240715_225746_com.xiachufang.jpg,626,24590,528,528
Screenshot_20240715_225746_com.xiachufang.jpg,66,25254,528,528
Screenshot_20240715_225746_com.xiachufang.jpg,66,26958,528,528
Screenshot_20240715_225746_com.xiachufang.jpg,66,28662,528,528
Screenshot_20240715_225746_com.xiachufang.jpg,66,30368,528,528
Screenshot_20240715_225746_com.xiachufang.jpg,626,30368,528,528
Screenshot_20240715_225746_com.xiachufang.jpg,626,32512,528,528
Screenshot_20240715_225746_com.xiachufang.jpg,66,32512,528,528
Screenshot_20240715_225746_com.xiachufang.jpg,66,33174,528,528
